userId,sessionId,gameVersion,msSinceSessionStart,timestamp,attemptNumber,isCorrect,quizDocId,quizId,selectedIds,slideId
5ce7fd368020d30018f9d7a5,5ce7fd368020d30018f9d7a5_1777664711588,one_vial_alternating,844916,2026-05-01 19:59:16.612,1,1,zi9vQpMkCwrJeVpqTlxe,quiz-12,"[""c""]",group-commands-quiz
5ce7fd368020d30018f9d7a5,5ce7fd368020d30018f9d7a5_1777664711588,one_vial_alternating,893453,2026-05-01 20:00:05.146,1,1,99NPaPY9tf5pDXKh7x7X,quiz-end,"[""c""]",group-ending-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,139726,2026-05-01 20:08:32.666,1,1,hE3cHBivahraTe1SFgB5,quiz-1,"[""b""]",group-intro-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,143460,2026-05-01 20:08:36.400,1,1,Jn2ATcx46Yr9tVbE4Dhw,quiz-2,"[""d""]",group-intro-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,146996,2026-05-01 20:08:39.937,1,1,9TTSrRZwdndkbfCZbXEK,quiz-3,"[""b""]",group-intro-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,149608,2026-05-01 20:08:42.547,1,1,1uAvm0zNxG8Cx2nFz1J3,quiz-4,"[""c""]",group-intro-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,152757,2026-05-01 20:08:45.697,1,1,d5h9MGUix9PlmaGOkhki,quiz-5,"[""b""]",group-intro-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,233385,2026-05-01 20:10:06.325,1,1,59NDuzJVUY1VoHGG68ho,quiz-8,"[""b""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,243081,2026-05-01 20:10:16.021,1,1,uZQvYxdRYwtLdm5EsXiX,quiz-9,"[""d""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,254574,2026-05-01 20:10:27.517,1,1,JmgzC6DyTg4dNpQjpHbo,quiz-10,"[""a"",""b"",""d""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,261961,2026-05-01 20:10:34.901,1,1,chwAEUNiRwOm9iap2if5,quiz-13,"[""b""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,268851,2026-05-01 20:10:41.792,1,0,HVVXRLaSlEGLancBoBzb,quiz-11,"[""c""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,271968,2026-05-01 20:10:44.908,1,1,x7EzbdhK6dBNuQJ6cWdL,quiz-12,"[""c""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,300463,2026-05-01 20:11:13.401,1,1,OFmscGE5Tfe3S3wd6EHI,quiz-8,"[""b""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,304559,2026-05-01 20:11:17.498,1,1,nqfBgl5zNELyKCrnCIOL,quiz-9,"[""d""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,311772,2026-05-01 20:11:24.716,1,1,3cKsR4uCiAArUpm3xRpD,quiz-10,"[""a"",""b"",""d""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,322216,2026-05-01 20:11:35.157,1,1,AN0iJtqin5tLnRhmtqOR,quiz-13,"[""b""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,326763,2026-05-01 20:11:39.703,1,1,HqglJ1ASZyzSut6sq1dA,quiz-11,"[""b""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,328242,2026-05-01 20:11:41.180,1,1,E945TxQbQKhvvdqnOd5q,quiz-12,"[""c""]",group-commands-quiz
5d4a41890e604c00011ade8b,5d4a41890e604c00011ade8b_1777665972066,one_vial_alternating,349690,2026-05-01 20:12:02.631,1,1,5fipYd4AmYjxBD6V4Jl5,quiz-end,"[""c""]",group-ending-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,145852,2026-05-01 20:10:33.380,1,1,3oV8fuUNQFQrZ7N2AnUn,quiz-1,"[""b""]",group-intro-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,176631,2026-05-01 20:11:04.158,1,1,cunE6tcWOG44FJwRIBMb,quiz-2,"[""d""]",group-intro-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,185742,2026-05-01 20:11:13.270,1,1,Uy5W23spYQbjddVQFHC2,quiz-3,"[""b""]",group-intro-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,190362,2026-05-01 20:11:17.887,1,1,0mjz5LlWzgn1V9eDzUo8,quiz-4,"[""c""]",group-intro-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,196170,2026-05-01 20:11:23.695,1,1,Rf87iON4aDvgGHZmqcOp,quiz-5,"[""b""]",group-intro-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,387902,2026-05-01 20:14:35.425,1,1,oMjJIDsJqndy1b0HL6gp,quiz-8,"[""b""]",group-commands-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,395282,2026-05-01 20:14:42.804,1,1,7HmxMxA9ZjzyHb8GX8q8,quiz-9,"[""d""]",group-commands-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,414513,2026-05-01 20:15:02.035,1,1,Uct8dAXJmIQEJ8K2wxrN,quiz-10,"[""a"",""b"",""d""]",group-commands-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,444230,2026-05-01 20:15:31.752,1,1,Pjh3ibuX956NkOfaU0wi,quiz-13,"[""b""]",group-commands-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,459571,2026-05-01 20:15:47.094,1,1,lKOZ8XbNIRfx3YODY4HJ,quiz-11,"[""b""]",group-commands-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,469592,2026-05-01 20:15:57.114,1,1,vWEdkcuy4ZtGfMYSxHu9,quiz-12,"[""c""]",group-commands-quiz
5e62aca37820fe04614b5ffa,5e62aca37820fe04614b5ffa_1777666081171,one_vial_alternating,497327,2026-05-01 20:16:24.848,1,1,ODOjMsp1mDL2up3JhS0O,quiz-end,"[""c""]",group-ending-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,135107,2026-05-01 19:46:49.480,1,1,hEiuUB3CFB5W35xb8fUQ,quiz-1,"[""b""]",group-intro-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,142984,2026-05-01 19:46:57.354,1,1,vi5enYtYxsEpntoO8J98,quiz-2,"[""d""]",group-intro-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,151639,2026-05-01 19:47:06.008,1,1,ikLAcp7zNyovMnACHAJk,quiz-3,"[""b""]",group-intro-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,156737,2026-05-01 19:47:11.109,1,1,bTS0RBoYdOqJ2GmiIafi,quiz-4,"[""c""]",group-intro-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,162109,2026-05-01 19:47:16.484,1,1,Nh9OHbO9HBY0O1NcKMtn,quiz-5,"[""b""]",group-intro-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,274483,2026-05-01 19:49:08.853,1,1,uOLHs0xFAcrXXRFlZAFS,quiz-8,"[""b""]",group-commands-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,280112,2026-05-01 19:49:14.483,1,1,PW2xzC1F1us3ykRlkXbQ,quiz-9,"[""d""]",group-commands-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,343097,2026-05-01 19:50:17.468,1,1,MRIs5N6F3EqzU7wmVRfq,quiz-8,"[""b""]",group-commands-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,349313,2026-05-01 19:50:23.685,1,1,6uDa3OOXizk6ptwE8CjB,quiz-9,"[""d""]",group-commands-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,355060,2026-05-01 19:50:29.431,1,1,ogKce64Hl5JhS62B4uQC,quiz-10,"[""a"",""b"",""d""]",group-commands-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,364454,2026-05-01 19:50:38.823,1,1,YJJrs5KUJLvXNkPrRfI7,quiz-13,"[""b""]",group-commands-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,372813,2026-05-01 19:50:47.182,1,1,cpolOkzhOkNregxwAo6o,quiz-11,"[""b""]",group-commands-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,377938,2026-05-01 19:50:52.306,1,1,ObDQR0qvbaY76iqR4cKD,quiz-12,"[""c""]",group-commands-quiz
5f3a7e7b3a55e009ff81175e,5f3a7e7b3a55e009ff81175e_1777664674294,one_vial_alternating,396577,2026-05-01 19:51:10.944,1,1,0E5caDAbHhg2pGLqUv8u,quiz-end,"[""c""]",group-ending-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,262155,2026-05-01 20:04:13.680,1,1,3TzfNkA5ZlA4WSsFnplu,quiz-1,"[""b""]",group-intro-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,331572,2026-05-01 20:05:22.673,1,1,39DyX5EwTf3oxC9Y7p79,quiz-1,"[""b""]",group-intro-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,337824,2026-05-01 20:05:28.893,1,1,eJDk0NiZCFNCHehuqZJl,quiz-2,"[""d""]",group-intro-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,345835,2026-05-01 20:05:36.896,1,1,znl4P2g4WIA3fu76jMxu,quiz-3,"[""b""]",group-intro-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,355753,2026-05-01 20:05:46.821,1,1,lmeBeOKsA6bjUfzpq1K9,quiz-4,"[""c""]",group-intro-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,362890,2026-05-01 20:05:53.976,1,1,RA4ixPgX4vysqWXniHX4,quiz-5,"[""b""]",group-intro-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,584767,2026-05-01 20:09:36.549,1,1,zXxIBIqsfIiuqlidw1W6,quiz-8,"[""b""]",group-commands-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,594492,2026-05-01 20:09:45.563,1,1,0ZKakP3Dmzp9DoKaPu7h,quiz-9,"[""d""]",group-commands-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,761344,2026-05-01 20:12:32.410,1,1,jruJuDnA8HF0jjCZPHjw,quiz-8,"[""b""]",group-commands-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,767929,2026-05-01 20:12:39.000,1,1,54bUcBQIDjahsAzElYxb,quiz-9,"[""d""]",group-commands-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,782760,2026-05-01 20:12:53.823,1,1,z5Q6ptIVr2fazbRmzMyS,quiz-10,"[""d"",""a"",""b""]",group-commands-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,802365,2026-05-01 20:13:13.439,1,1,Qz8ssbdK8Wue5mmqrwvG,quiz-13,"[""b""]",group-commands-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,813159,2026-05-01 20:13:24.235,1,1,qiEWybb3DSCiEYNUPXHQ,quiz-11,"[""b""]",group-commands-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,821498,2026-05-01 20:13:32.567,1,1,eUpzItiXectOghoJ3Ve5,quiz-12,"[""c""]",group-commands-quiz
60a9455edf704176d918fbaa,60a9455edf704176d918fbaa_1777665441806,one_vial_alternating,886924,2026-05-01 20:14:37.988,1,1,WHogbNxwr0EQAPmiuBUA,quiz-end,"[""c""]",group-ending-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,267799,2026-05-01 20:12:53.062,1,1,3IAXBDvPAE1KdKIMk8yE,quiz-1,"[""b""]",group-intro-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,278262,2026-05-01 20:13:03.527,1,1,CP1Y16VMH64fbPuttPiX,quiz-2,"[""d""]",group-intro-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,291724,2026-05-01 20:13:16.950,1,1,SmZKIKRdEyxPtrxvz6IX,quiz-3,"[""b""]",group-intro-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,300749,2026-05-01 20:13:25.980,1,1,P8OjlNN0kbgqdNLgHkxa,quiz-4,"[""c""]",group-intro-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,316368,2026-05-01 20:13:41.615,1,1,w1TeIW0lrhXHKp1Dqs0n,quiz-5,"[""b""]",group-intro-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,445513,2026-05-01 20:15:50.735,1,1,7WkpHJu4qHyBP1XQPAFH,quiz-8,"[""b""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,455687,2026-05-01 20:16:00.925,1,0,Buk3zMxm9GfPCJxzOIFx,quiz-9,"[""c""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,474421,2026-05-01 20:16:19.657,1,1,SYiRoRkyVWCbl3AlNzGt,quiz-10,"[""a"",""b"",""d""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,489618,2026-05-01 20:16:34.853,1,1,LeWEaIyiY5oZDsYLNsnl,quiz-13,"[""b""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,497865,2026-05-01 20:16:43.092,1,0,WUKMgha32SxU6ymjAMlW,quiz-11,"[""c""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,506876,2026-05-01 20:16:52.098,1,0,zCGmSaKmeM0geQD0XCLD,quiz-12,"[""b""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,554663,2026-05-01 20:17:39.904,1,1,GJEjH0qClzqpOHnamCyw,quiz-8,"[""b""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,565488,2026-05-01 20:17:50.703,1,1,uK3kTQGKsw92RfJWTDxv,quiz-9,"[""d""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,577769,2026-05-01 20:18:03.012,1,1,MOGoGjqBRK24Nu2dhj7K,quiz-10,"[""a"",""b"",""d""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,594892,2026-05-01 20:18:20.114,1,1,WcwosVm6NlqXJvmsNPbC,quiz-13,"[""b""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,612000,2026-05-01 20:18:37.228,1,1,fBsyAjF0yedgvEjqjcUg,quiz-11,"[""b""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,621645,2026-05-01 20:18:46.873,1,1,yhGXZukeSqWL4xCXavfv,quiz-12,"[""c""]",group-commands-quiz
615a047f08d2a62e66315a7d,615a047f08d2a62e66315a7d_1777666107576,one_vial_alternating,653714,2026-05-01 20:19:18.943,1,1,QLOcbYyKZaZVnRMIOhzF,quiz-end,"[""c""]",group-ending-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,128888,2026-05-02 18:24:28.434,1,1,R7jJIuA8g7UQ3wiJyDSk,quiz-1,"[""b""]",group-intro-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,135943,2026-05-02 18:24:35.490,1,1,0RBALAJCRJ30y5RTuTdS,quiz-2,"[""d""]",group-intro-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,141961,2026-05-02 18:24:41.508,1,1,IfK6z9syLsUkl5vvghJF,quiz-3,"[""b""]",group-intro-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,146374,2026-05-02 18:24:45.918,1,1,SyWxFkNrh15So1aZ65z5,quiz-4,"[""c""]",group-intro-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,151091,2026-05-02 18:24:50.635,1,1,U0ZxOWrMcdYreg2LeP0S,quiz-5,"[""b""]",group-intro-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,234745,2026-05-02 18:26:14.289,1,1,faMGsBEmpARWcxkvbd1l,quiz-8,"[""b""]",group-commands-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,241199,2026-05-02 18:26:20.748,1,1,ZttjIgcqWnEWGeqLeTw4,quiz-9,"[""d""]",group-commands-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,258182,2026-05-02 18:26:37.723,1,1,2OLzo6dtQJ49eZJLOqe7,quiz-10,"[""a"",""b"",""d""]",group-commands-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,274855,2026-05-02 18:26:54.402,1,0,Efml5LH0PIe8XyRld2LF,quiz-13,"[""c""]",group-commands-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,283065,2026-05-02 18:27:02.610,1,0,jYMXIWUjXJPI2oIFPnoq,quiz-11,"[""c""]",group-commands-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,290938,2026-05-02 18:27:10.482,1,1,1Vs9FVhBOcT3atvnvPHi,quiz-12,"[""c""]",group-commands-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,312558,2026-05-02 18:27:32.099,1,1,wGVRRUmiHZnOSw4T8BSx,quiz-8,"[""b""]",group-commands-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,317047,2026-05-02 18:27:36.590,1,1,InMLFgWy9bSSPGMi5WwG,quiz-9,"[""d""]",group-commands-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,324372,2026-05-02 18:27:43.915,1,1,icsvotfCucr49i9teZVV,quiz-10,"[""a"",""b"",""d""]",group-commands-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,331442,2026-05-02 18:27:50.985,1,0,8KKNLKrWDXZGbRKoYo4d,quiz-13,"[""c""]",group-commands-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,339076,2026-05-02 18:27:58.621,1,1,IYALWmn1nrzzJg2k5dJv,quiz-11,"[""b""]",group-commands-quiz
6317484f0c7c585248df1ab9,6317484f0c7c585248df1ab9_1777746139387,one_vial_alternating,342347,2026-05-02 18:28:01.891,1,1,PoZGRqyeACTUR9XmS1FF,quiz-12,"[""c""]",group-commands-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,347910,2026-05-01 19:50:38.982,1,1,o9d0xVWCM1M2of268CwO,quiz-1,"[""b""]",group-intro-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,361719,2026-05-01 19:50:52.786,1,1,AIpSkppbej9Lp4yQ9Sb0,quiz-2,"[""d""]",group-intro-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,370453,2026-05-01 19:51:01.571,1,1,8uDCMmpIHBTO5QoR2xuK,quiz-3,"[""b""]",group-intro-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,381957,2026-05-01 19:51:13.142,1,1,TBFqMJAIvyyKOPknlegI,quiz-4,"[""c""]",group-intro-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,390443,2026-05-01 19:51:21.521,1,1,MQVtrKdVjzxQJ3FUOj4f,quiz-5,"[""b""]",group-intro-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,579772,2026-05-01 19:54:30.848,1,1,rRs5qpaWYWM3LWqBkgQD,quiz-8,"[""b""]",group-commands-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,606734,2026-05-01 19:54:57.804,1,1,tKXGGYj7LMkpHgqCKOQ9,quiz-9,"[""d""]",group-commands-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,634608,2026-05-01 19:55:25.685,1,1,vtuWVz9KCGB9hqFnjFCL,quiz-10,"[""a"",""b"",""d""]",group-commands-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,675306,2026-05-01 19:56:06.380,1,0,soBgRdqIoWA1NC00Dplg,quiz-13,"[""c""]",group-commands-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,704049,2026-05-01 19:56:35.119,1,0,kNhC7A3a6uXSo10hdyXx,quiz-11,"[""c""]",group-commands-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,717872,2026-05-01 19:56:48.970,1,1,Ife9J3NL9eNqcBWwJjVk,quiz-12,"[""c""]",group-commands-quiz
64b545f4a6685316298c3785,64b545f4a6685316298c3785_1777664690886,one_vial_alternating,746579,2026-05-01 19:57:17.656,1,1,eiG8KWq0X5SgURwCqhXq,quiz-8,"[""b""]",group-commands-quiz
