userId,sessionId,gameVersion,completion_bonusThresholdPct,completion_completedAt,completion_cumulativeProgress,completion_finalScore,completion_isTrainingMode,completion_msSinceSessionStart,completion_reachedBonusGoal,completion_totalRounds,endTime,gameVersionCode,instructionsResult_msSinceSessionStart,instructionsResult_passed,instructionsResult_timestamp,participantId,prelimAnswer,prelimAnsweredAt,prelimMsSinceSessionStart,productionMode,sessionDuration,startTime,startTimeFormatted,termination_msSinceSessionStart,termination_reason,termination_stage,termination_timestamp,trainingResult_msSinceSessionStart,trainingResult_passed,trainingResult_roundsSurvived,trainingResult_survivalRate,trainingResult_timestamp,trainingResult_totalRounds
65e08eceb53f195563b788fc,65e08eceb53f195563b788fc_1777666884542,one_vial_alternating,,,,,,,,,,0.1,1318113,0,2026-05-01 20:43:23.063,65e08eceb53f195563b788fc,Prolific,2026-05-01 20:21:38.009,13071,1,,2026-05-01 20:21:24.542,"May 1, 2026, 10:21:24.542 PM",1318116,instructions_failed,instructions,2026-05-01 20:43:23.231,,,,,,
667d81a95170bdd075f74203,667d81a95170bdd075f74203_1777665108063,one_vial_alternating,,,,,,,,,,0.1,538449,0,2026-05-01 20:00:46.664,667d81a95170bdd075f74203,Prolific,2026-05-01 19:51:58.892,10729,1,,2026-05-01 19:51:48.063,"May 1, 2026, 03:51:48.063 PM",538452,instructions_failed,instructions,2026-05-01 20:00:46.696,,,,,,
6694154a46060b3c49b2d6fd,6694154a46060b3c49b2d6fd_1777664726674,one_vial_alternating,75,2026-05-01 20:06:11.759,94.34,36,0,1245011,1,36,2026-05-01 20:06:11.901,0.1,527015,1,2026-05-01 19:54:13.781,6694154a46060b3c49b2d6fd,Macbook Air from Prolific,2026-05-01 19:45:41.393,14468,1,1245151,2026-05-01 19:45:26.674,"May 1, 2026, 03:45:26.674 PM",,,,,510066,1,10,1,2026-05-01 19:53:56.816,10
66ad659998ae847f0eb8d209,66ad659998ae847f0eb8d209_1777665698051,one_vial_alternating,75,2026-05-01 20:26:04.597,90.94,36,0,1467779,1,36,2026-05-01 20:26:04.706,0.1,747358,1,2026-05-01 20:14:04.223,66ad659998ae847f0eb8d209,Prolific,2026-05-01 20:01:48.827,11957,1,1467890,2026-05-01 20:01:38.051,"May 1, 2026, 04:01:38.051 PM",,,,,709888,1,10,1,2026-05-01 20:13:26.731,10
66c20c5d7fb5c5aced53c5f3,66c20c5d7fb5c5aced53c5f3_1777665711377,one_vial_alternating,75,2026-05-01 20:24:51.784,93.62,36,0,1380873,1,36,2026-05-01 20:24:51.627,0.1,662080,1,2026-05-01 20:12:53.017,66c20c5d7fb5c5aced53c5f3,Prolific,2026-05-01 20:02:06.418,15500,1,1380717,2026-05-01 20:01:51.377,"May 1, 2026, 10:01:51.377 PM",,,,,624101,1,10,1,2026-05-01 20:12:15.016,10
67ab1e994f1e4d7f398f8172,67ab1e994f1e4d7f398f8172_1777666925306,one_vial_alternating,,,,,,,,,,0.1,,,,67ab1e994f1e4d7f398f8172,Prolific,2026-05-01 20:25:14.217,188762,1,,2026-05-01 20:22:05.306,"May 1, 2026 at 10:22:05.306 PM",1830679,training_failed,training,2026-05-01 20:52:36.192,1825660,0,0,0,2026-05-01 20:52:31.169,10
69136beee3f6384c83a704ce,69136beee3f6384c83a704ce_1777664711297,one_vial_alternating,75,2026-05-01 20:06:58.818,91.77,36,0,1307390,1,36,2026-05-01 20:06:59.006,0.1,588548,1,2026-05-01 19:55:00.199,69136beee3f6384c83a704ce,Prolific on a chrome browser,2026-05-01 19:45:31.716,20288,1,1307583,2026-05-01 19:45:11.297,"May 1, 2026, 01:45:11.297 PM",,,,,570986,1,10,1,2026-05-01 19:54:42.412,10
6925fa29548cb5452d18bdb0,6925fa29548cb5452d18bdb0_1777665188520,one_vial_alternating,75,2026-05-01 20:23:25.229,95.12,36,0,1815788,1,36,2026-05-01 20:23:25.501,0.1,1097555,1,2026-05-01 20:11:27.018,6925fa29548cb5452d18bdb0,Prolific,2026-05-01 19:53:22.328,12882,1,1816059,2026-05-01 19:53:08.520,"May 1, 2026, 08:53:08.520 PM",,,,,1051641,1,9,0.9,2026-05-01 20:10:41.087,10
6928b461f9bf86904fa8b581,6928b461f9bf86904fa8b581_1777670008810,one_vial_alternating,75,2026-05-01 21:44:26.471,93.79,36,0,1857468,1,36,2026-05-01 21:44:26.302,0.1,1138916,1,2026-05-01 21:32:27.935,6928b461f9bf86904fa8b581,SAFARI,2026-05-01 21:13:40.832,11752,1,1857301,2026-05-01 21:13:28.810,"May 1, 2026 at 11:13:28.810 PM",,,,,1111000,1,9,0.9,2026-05-01 21:32:00.005,10
692b3539b57c4f73fc243980,692b3539b57c4f73fc243980_1777664986855,one_vial_alternating,,,,,,,,,,0.1,456403,0,2026-05-01 19:57:24.058,692b3539b57c4f73fc243980,prolific,2026-05-01 19:49:57.143,9563,1,,2026-05-01 19:49:46.855,"May 1, 2026, 12:49:46.855 PM",456406,instructions_failed,instructions,2026-05-01 19:57:24.157,,,,,,
697a6d7fe579688108a6dc38,697a6d7fe579688108a6dc38_1777665092932,one_vial_alternating,,,,,,,,,2026-05-01 19:55:53.919,0.1,,,,697a6d7fe579688108a6dc38,Prolific,2026-05-01 19:51:42.183,8794,1,260526,2026-05-01 19:51:32.932,"May 1, 2026, 04:51:32.932 PM",,,,,,,,,,
697aa0664e541e3ec5a881fe,697aa0664e541e3ec5a881fe_1777665490698,one_vial_alternating,,,,,,,,,,0.1,,,,697aa0664e541e3ec5a881fe,prolific,2026-05-01 19:58:37.271,20213,1,,2026-05-01 19:58:10.698,"May 1, 2026, 04:58:10.698 PM",,,,,,,,,,
697da549fc95d872d3ee55c4,697da549fc95d872d3ee55c4_1777665118634,one_vial_alternating,75,2026-05-01 20:23:42.193,90.94,36,0,1903251,1,36,2026-05-01 20:23:42.363,0.1,1184786,1,2026-05-01 20:11:43.739,697da549fc95d872d3ee55c4,Prolific,2026-05-01 19:52:10.932,12038,1,1903426,2026-05-01 19:51:58.634,"May 2, 2026, 01:21:58.634 AM",,,,,1149243,1,9,0.9,2026-05-01 20:11:08.182,10
697e2331d6358c74ada83a84,697e2331d6358c74ada83a84_1777665845939,one_vial_alternating,,,,,,,,,,0.1,,,,697e2331d6358c74ada83a84,chrome,2026-05-01 20:04:35.382,29169,1,,2026-05-01 20:04:05.939,"May 1, 2026, 09:04:05.939 PM",,,,,,,,,,
69830af3546dee3f96a3b80d,69830af3546dee3f96a3b80d_1777665751003,one_vial_alternating,75,2026-05-01 20:23:09.637,80.46,34,0,1238492,1,36,2026-05-01 20:23:09.944,0.1,544383,1,2026-05-01 20:11:35.528,69830af3546dee3f96a3b80d,Prolific,2026-05-01 20:02:39.084,7955,1,1238809,2026-05-01 20:02:31.003,"May 1, 2026, 10:02:31.003 PM",,,,,532306,1,9,0.9,2026-05-01 20:11:23.425,10
69853e0f17cf080eb88130bc,69853e0f17cf080eb88130bc_1777683780889,one_vial_alternating,75,2026-05-02 01:28:30.122,91.74,36,0,1529194,1,36,2026-05-02 01:28:30.006,0.1,807409,1,2026-05-02 01:16:28.386,69853e0f17cf080eb88130bc,"Prolific, on computer",2026-05-02 01:03:17.849,16844,1,1529080,2026-05-02 01:03:00.889,"May 1, 2026, 09:03:00.889 PM",,,,,756169,1,10,1,2026-05-02 01:15:37.131,10
698b902e1b07434906796778,698b902e1b07434906796778_1777664603859,one_vial_alternating,,,,,,,,,,0.1,417019,0,2026-05-01 19:50:20.975,698b902e1b07434906796778,laptop,2026-05-01 19:43:38.425,14478,1,,2026-05-01 19:43:23.859,"May 1, 2026, 08:43:23.859 PM",417020,instructions_failed,instructions,2026-05-01 19:50:21.015,,,,,,
698ce4c33956b8cb4fc8f802,698ce4c33956b8cb4fc8f802_1777664720498,one_vial_alternating,75,2026-05-01 20:07:06.598,92.5,35,0,1305001,1,36,2026-05-01 20:07:06.485,0.1,598450,1,2026-05-01 19:55:20.064,698ce4c33956b8cb4fc8f802,Prolific,2026-05-01 19:45:40.656,19068,1,1304892,2026-05-01 19:45:20.498,"May 1, 2026, 03:45:20.498 PM",,,,,575907,1,10,1,2026-05-01 19:54:57.499,10
698df4cd381d6e5e66a99019,698df4cd381d6e5e66a99019_1777998882767,one_vial_alternating,75,2026-05-05 16:53:52.679,89.38,3,0,1149888,1,3,2026-05-05 16:53:53.029,0.1,1092039,1,2026-05-05 16:52:54.845,698df4cd381d6e5e66a99019,Prolific,2026-05-05 16:34:56.041,13234,1,1150242,2026-05-05 16:34:42.767,"May 5, 2026, 06:34:42.767 PM",,,,,1041650,1,1,1,2026-05-05 16:52:04.444,1
698e09e42da95523bccd20bf,698e09e42da95523bccd20bf_1777664902076,one_vial_alternating,75,2026-05-01 20:20:02.354,89.89,35,0,1900478,1,36,2026-05-01 20:20:02.270,0.1,1193264,1,2026-05-01 20:08:16.500,698e09e42da95523bccd20bf,Prolific,2026-05-01 19:48:30.767,8917,1,1900419,2026-05-01 19:48:22.076,"May 1, 2026, 10:48:22.076 PM",,,,,1098997,1,10,1,2026-05-01 20:06:40.850,10
6992279af3b7e0d972889b67,6992279af3b7e0d972889b67_1777665008441,one_vial_alternating,75,2026-05-01 20:13:39.981,93.53,36,0,1407534,1,36,2026-05-01 20:13:39.826,0.1,688892,1,2026-05-01 20:01:41.333,6992279af3b7e0d972889b67,Prolific,2026-05-01 19:50:27.305,14894,1,1407383,2026-05-01 19:50:08.441,"May 1, 2026, 10:50:08.441 PM",,,,,659274,1,10,1,2026-05-01 20:01:11.698,10
69a7ec761823ea565f6e723d,69a7ec761823ea565f6e723d_1777665315752,one_vial_alternating,,,,,,,,,,0.1,720113,0,2026-05-01 20:07:18.065,69a7ec761823ea565f6e723d,Prolific,2026-05-01 19:55:57.719,39666,1,,2026-05-01 19:55:15.752,"May 1, 2026, 10:55:15.752 PM",720115,instructions_failed,instructions,2026-05-01 20:07:18.104,,,,,,
69c0095c37898493ec7e5a89,69c0095c37898493ec7e5a89_1777665086531,one_vial_alternating,,,,,,,,,,0.1,484122,0,2026-05-01 19:59:31.152,69c0095c37898493ec7e5a89,Prolific,2026-05-01 19:51:34.047,7088,1,,2026-05-01 19:51:26.531,"May 1, 2026, 09:51:26.531 PM",484122,instructions_failed,instructions,2026-05-01 19:59:31.188,,,,,,
69c9bf858933c0f904fdc224,69c9bf858933c0f904fdc224_1777747145784,one_vial_alternating,,,,,,,,,,0.1,437577,0,2026-05-02 18:46:23.444,69c9bf858933c0f904fdc224,prolific,2026-05-02 18:39:16.229,10373,1,,2026-05-02 18:39:05.784,"May 2, 2026, 02:39:05.784 PM",437578,instructions_failed,instructions,2026-05-02 18:46:23.495,,,,,,
69d8b313ae434f632a305c9b,69d8b313ae434f632a305c9b_1777666920688,one_vial_alternating,75,2026-05-01 20:48:35.406,43.7,32,0,1595855,0,36,2026-05-01 20:48:35.655,0.1,918176,1,2026-05-01 20:37:18.031,69d8b313ae434f632a305c9b,prolific,2026-05-01 20:22:50.143,50149,1,1596098,2026-05-01 20:22:00.688,"May 1, 2026, 10:22:00.688 PM",,,,,866490,1,8,0.8,2026-05-01 20:36:26.097,10
69d8c0b57598af78eb63225f,69d8c0b57598af78eb63225f_1777672040341,one_vial_alternating,75,2026-05-01 22:17:34.022,90.02,35,0,1813207,1,36,2026-05-01 22:17:34.337,0.1,1106821,1,2026-05-01 22:05:47.648,69d8c0b57598af78eb63225f,prolific.com,2026-05-01 21:47:37.486,16659,1,1813530,2026-05-01 21:47:20.341,"May 1, 2026, 11:47:20.341 PM",,,,,1076692,1,10,1,2026-05-01 22:05:17.511,10
69dde72ce1c8108a83afd8f5,69dde72ce1c8108a83afd8f5_1777638308624,one_vial_alternating,75,2026-05-01 21:30:52.580,92.69,36,0,2152991,1,36,2026-05-01 21:30:52.658,0.1,1433823,1,2026-05-01 21:18:53.660,69dde72ce1c8108a83afd8f5,prolific,2026-05-01 20:55:26.400,26768,1,2153074,2026-05-01 12:25:08.624,"May 1, 2026, 02:25:08.624 PM",,,,,1393922,1,9,0.9,2026-05-01 21:18:13.540,10
69de403d1d0ec7a7e1390e9e,69de403d1d0ec7a7e1390e9e_1777670393020,one_vial_alternating,,,,,,,,,,0.1,936961,0,2026-05-01 21:35:31.201,69de403d1d0ec7a7e1390e9e,On chrome,2026-05-01 21:20:50.736,55144,1,,2026-05-01 21:19:53.020,"May 1, 2026, 11:19:53.020 PM",936962,instructions_failed,instructions,2026-05-01 21:35:31.269,,,,,,
69dfb3712300a16e8475b155,69dfb3712300a16e8475b155_1777669094951,one_vial_alternating,,,,,,,,,,0.1,,,,69dfb3712300a16e8475b155,Prolific,2026-05-01 20:58:28.478,12745,1,,2026-05-01 20:58:14.951,"May 1, 2026, 10:58:14.951 PM",,,,,,,,,,
69e1d35d47757faec6df678b,69e1d35d47757faec6df678b_1777667003817,one_vial_alternating,,,,,,,,,,0.1,,,,69e1d35d47757faec6df678b,desktop,2026-05-01 20:24:08.266,42945,1,,2026-05-01 20:23:23.818,"May 1, 2026, 10:23:23.818 PM",937964,training_failed,training,2026-05-01 20:39:03.136,932950,0,0,0,2026-05-01 20:38:58.069,10
69e8c29e6274a6d216d41a7d,69e8c29e6274a6d216d41a7d_1777664843294,one_vial_alternating,,,,,,,,,,0.1,1342648,0,2026-05-01 20:09:46.052,69e8c29e6274a6d216d41a7d,Chrome,2026-05-01 19:47:42.966,19576,1,,2026-05-01 19:47:23.294,"May 1, 2026, 09:47:23.294 PM",1342660,instructions_failed,instructions,2026-05-01 20:09:46.092,,,,,,
69e8d5c81e5253b56cfe784f,69e8d5c81e5253b56cfe784f_1777664682367,one_vial_alternating,75,2026-05-01 20:05:13.310,95.1,36,0,1229488,1,36,2026-05-01 20:05:13.624,0.1,511227,1,2026-05-01 19:53:15.069,69e8d5c81e5253b56cfe784f,Prolific,2026-05-01 19:44:56.514,12699,1,1229806,2026-05-01 19:44:42.367,"May 1, 2026, 09:44:42.367 PM",,,,,491707,1,10,1,2026-05-01 19:52:55.524,10
69e9e9300187294f23cf7844,69e9e9300187294f23cf7844_1777665794122,one_vial_alternating,,,,,,,,,,0.1,386977,0,2026-05-01 20:09:41.882,69e9e9300187294f23cf7844,prollific,2026-05-01 20:03:35.586,20728,1,,2026-05-01 20:03:14.123,"May 1, 2026, 11:03:14.123 PM",386977,instructions_failed,instructions,2026-05-01 20:09:41.919,,,,,,
69f24e4dade8b7caf6a64dc4,69f24e4dade8b7caf6a64dc4_1777666904259,one_vial_alternating,75,2026-05-01 20:53:05.609,90.63,36,0,1880863,1,36,2026-05-01 20:53:05.633,0.1,1161736,1,2026-05-01 20:41:06.651,69f24e4dade8b7caf6a64dc4,Prolific,2026-05-01 20:22:00.681,15972,1,1880887,2026-05-01 20:21:44.260,"May 1, 2026, 10:21:44.260 PM",,,,,1132105,1,9,0.9,2026-05-01 20:40:36.836,10
69f2557ca721406109319c90,69f2557ca721406109319c90_1777665836438,one_vial_alternating,,,,,,,,,,0.1,192984,0,2026-05-01 20:07:11.014,69f2557ca721406109319c90,Prolific,2026-05-01 20:04:08.134,10077,1,,2026-05-01 20:03:56.438,"May 1, 2026, 09:03:56.438 PM",192985,instructions_failed,instructions,2026-05-01 20:07:11.054,,,,,,
69f25f4441180ef1a098b1d7,69f25f4441180ef1a098b1d7_1777664609029,one_vial_alternating,75,2026-05-01 20:02:42.905,93.44,36,0,1155036,1,36,2026-05-01 20:02:43.058,0.1,434835,1,2026-05-01 19:50:42.710,69f25f4441180ef1a098b1d7,Prolific,2026-05-01 19:43:47.215,19365,1,1155189,2026-05-01 19:43:29.029,"May 1, 2026, 12:43:29.029 PM",,,,,418764,1,10,1,2026-05-01 19:50:26.623,10
69f2fa609904d03393fd6cd1,69f2fa609904d03393fd6cd1_1777664737057,one_vial_alternating,75,2026-05-01 20:05:51.603,90.45,36,0,1214294,1,36,2026-05-01 20:05:51.733,0.1,496484,1,2026-05-01 19:53:53.957,69f2fa609904d03393fd6cd1,Prolific,2026-05-01 19:45:44.975,7663,1,1214419,2026-05-01 19:45:37.057,"May 1, 2026, 01:45:37.057 PM",,,,,466783,1,10,1,2026-05-01 19:53:24.075,10
69f387595d8ffe70c7914f68,69f387595d8ffe70c7914f68_1777665106034,one_vial_alternating,75,2026-05-01 20:32:10.699,91.88,36,0,2424903,1,36,2026-05-01 20:32:12.512,0.1,1705348,1,2026-05-01 20:20:11.524,69f387595d8ffe70c7914f68,prolific,2026-05-01 19:52:06.565,20884,1,2426860,2026-05-01 19:51:46.034,"May 1, 2026, 03:51:46.034 PM",,,,,1644849,1,9,0.9,2026-05-01 20:19:11.557,10
asdf,asdf_1779080917385,one_vial_alternating,,,,,,,,,2026-05-18 05:08:46.653,0.1,,,,asdf,asdf,2026-05-18 05:08:40.519,3048,1,9196,2026-05-18 05:08:37.385,"May 18, 2026, 01:08:37.385 AM",,,,,,,,,,
steph,steph_1779143618202,one_vial_alternating,,,,,,,,,,0.1,,,,steph,asdf,2026-05-18 22:33:42.572,4309,1,,2026-05-18 22:33:38.202,"May 18, 2026, 06:33:38.202 PM",22812,tab_switch,training,2026-05-18 22:34:01.068,,,,,,
steph1,steph1_1779143680807,one_vial_alternating,,,,,,,,,,0.1,,,,steph1,asdf,2026-05-18 22:34:44.180,3320,1,,2026-05-18 22:34:40.807,"May 18, 2026, 06:34:40.807 PM",,,,,,,,,,
steph123,steph123_1779125967404,one_vial_alternating,,,,,,,,,2026-05-18 17:39:37.046,0.1,,,,steph123,sdf,2026-05-18 17:39:30.703,3245,1,9602,2026-05-18 17:39:27.404,"May 18, 2026, 01:39:27.404 PM",,,,,,,,,,
steph123123,steph123123_1779147535225,one_vial_alternating,,,,,,,,,,0.1,,,,steph123123,asdf,2026-05-18 23:38:57.617,2316,1,,2026-05-18 23:38:55.225,"May 18, 2026, 07:38:55.225 PM",,,,,19216,1,1,1,2026-05-18 23:39:14.513,1
steph124,steph124_1779126010009,one_vial_alternating,,,,,,,,,,0.1,,,,steph124,sdf,2026-05-18 17:40:13.069,3011,1,,2026-05-18 17:40:10.009,"May 18, 2026, 01:40:10.009 PM",,,,,,,,,,
steph144,steph144_1779142690875,one_vial_alternating,,,,,,,,,,0.1,,,,steph144,asdf,2026-05-18 22:18:14.354,3438,1,,2026-05-18 22:18:10.875,"May 18, 2026, 06:18:10.875 PM",,,,,19421,0,0,0,2026-05-18 22:18:30.384,1
steph145,steph145_1779142880211,one_vial_alternating,,,,,,,,,,0.1,20881,1,2026-05-18 22:21:41.147,steph145,asdf,2026-05-18 22:21:22.674,2321,1,,2026-05-18 22:21:20.211,"May 18, 2026, 06:21:20.211 PM",,,,,18671,1,1,1,2026-05-18 22:21:38.937,1
steph146,steph146_1779142973921,one_vial_always_bucket,,,,,,,,,,0.2,,,,steph146,asdf,2026-05-18 22:22:56.691,2702,1,,2026-05-18 22:22:53.921,"May 18, 2026, 06:22:53.921 PM",,,,,,,,,,
steph2,steph2_1779143980911,one_vial_alternating,,,,,,,,,,0.1,32281,1,2026-05-18 22:40:13.261,steph2,sdf,2026-05-18 22:39:44.892,3932,1,,2026-05-18 22:39:40.911,"May 18, 2026, 06:39:40.911 PM",,,,,18989,1,1,1,2026-05-18 22:39:59.948,1
